kode;diskripsi;lokasi;merk;warna;dept;satuan;jmlawal;jmlbeli;jmljual;reorder;hpp;hrgjual1;hrgjual2;hrgjual3;jmlrbeli;jmlrjual;jmldvplus;jmldvmin;noninv;untung;ppn;lsttgl;lstven;lsttgldev;lsttglbl;lsttgljl;boxrol;koderelasi;prosen;batassup;hrgjual4;untung2;untung3;cekpakai;batas1;batas2;barcode;tglrevisi;catrevisi
8809058114095;KANOODLES DENTAL CHEW M;;;;24;PCS;0;0;70;1;4589.5926;6500;6500;5300;0;0;0;0;FALSE;41.62;0;08-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;41.62;15.48;0;0;0;8809058114095;03-Feb-16 06:56:29;0
8809058114118;KANOODLES DENTAL CHEW XL;;;;24;PCS;0;0;7;1;14755.122;19500;19500;16500;0;0;0;0;FALSE;32.16;0;14-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;32.16;11.83;0;0;0;8809058114118;03-Feb-16 06:56:29;0
8809058114293;FORCANS FRUIT CARE APPLE SS 50 GR;;;;24;PCS;0;0;0;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;14-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114293;03-Feb-16 06:56:29;0
8809058114286;FORCANS FRUIT CARE APPLE S 50 GR;;;;24;PCS;0;0;0;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;22-Dec-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114286;03-Feb-16 06:56:29;0
8809058114279;FORCANS FRUIT CARE APPLE M 50 GR;;;;24;PCS;0;0;0;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;26-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114279;03-Feb-16 06:56:29;0
8809058114262;FORCANS FRUIT CARE PINNEAPPLE SS 50 GR;;;;24;PCS;0;0;1;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;20-Jun-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114262;03-Feb-16 06:56:29;0
8809058114255;FORCANS FRUIT CARE PINEAPPLE S 50 GR;;;;24;PCS;0;0;2;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;19-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114255;03-Feb-16 06:56:29;0
8809058114217;FORCANS FRUIT CARE PINEAPPLE M 50 GR;;;;24;PCS;0;0;1;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;05-Oct-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114217;03-Feb-16 06:56:29;0
8809058114231;FORCANS FRUIT CARE STRAWBERRY SS 50 GR;;;;24;PCS;0;0;0;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;12-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114231;03-Feb-16 06:56:29;0
8809058114224;FORCANS FRUIT CARE STRAWBERRY S 50 GR;;;;24;PCS;0;0;0;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;25-Mar-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;8809058114224;03-Feb-16 06:56:29;0
FRUITCARE-M;FORCANS FRUITCARE STRAWBERRY M 50 GR;;;;24;PCS;0;0;0;1;28000;40000;37500;40000;0;0;0;0;FALSE;42.86;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.93;42.86;0;0;0;FRUITCARE-M;03-Feb-16 06:56:29;0
8809058113197;FORCANS DENTA STICK CALCIUM M 90 GR;;;;24;PCS;0;0;0;1;31500;45000;42500;45000;0;0;0;0;FALSE;42.86;0;14-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;34.92;42.86;0;0;0;8809058113197;03-Feb-16 06:56:29;0
8809058113180;FORCANS DENTA STICK CALCIUM S 90 GR;;;;24;PCS;0;0;0;1;31500;45000;42500;45000;0;0;0;0;FALSE;42.86;0;10-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;34.92;42.86;0;0;0;8809058113180;03-Feb-16 06:56:29;0
8809058113173;FORCANS DENTA STICK CALCIUM M 220 GR;;;;24;PCS;0;0;0;1;51800;80000;75000;80000;0;0;0;0;FALSE;54.44;0;22-Feb-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.79;54.44;0;0;0;8809058113173;03-Feb-16 06:56:29;0
8809058113166;FORCANS DENTA STICK CALCIUM S 220 GR;;;;24;PCS;0;0;0;1;51800;80000;75000;80000;0;0;0;0;FALSE;54.44;0;20-Jan-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.79;54.44;0;0;0;8809058113166;03-Feb-16 06:56:29;0
8809058113210;FORCANS DENTA STICK OMEGA 3 M 220 GR;;;;24;PCS;0;0;3;1;51800;80000;75000;80000;0;0;0;0;FALSE;54.44;0;29-Mar-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.79;54.44;0;0;0;8809058113210;03-Feb-16 06:56:29;0
8809058113203;FORCANS DENTA STICK OMEGA 3 S 220 GR;;;;24;PCS;0;0;0;1;51800;80000;75000;80000;0;0;0;0;FALSE;54.44;0;30-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.79;54.44;0;0;0;8809058113203;03-Feb-16 06:56:29;0
8809058113234;FORCANS DENTA STICK BLUEBERRY M 220 GR;;;;24;PCS;0;0;1;1;51800;80000;75000;80000;0;0;0;0;FALSE;54.44;0;03-Feb-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.79;54.44;0;0;0;8809058113234;03-Feb-16 06:56:29;0
8809058113227;FORCANS DENTA STICK BLUEBERRY S 220 GR;;;;24;PCS;0;0;4;1;51800;80000;75000;80000;0;0;0;0;FALSE;54.44;0;05-Oct-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.79;54.44;0;0;0;8809058113227;03-Feb-16 06:56:29;0
8809058110844;FORBIS MILD OLIVE SHAMPOO 750 ML;;;;24;PCS;0;0;0;1;87500;130000;120000;130000;0;0;0;0;FALSE;48.57;0;07-Apr-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;37.14;48.57;0;0;0;8809058110844;03-Feb-16 06:56:29;0
8809058110851;FORBIS ALOE RINSE 750 ML;;;;24;PCS;0;0;3;1;91000;160000;155000;160000;0;0;0;0;FALSE;75.82;0;07-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;70.33;75.82;0;0;0;8809058110851;03-Feb-16 06:56:29;0
8809058113609;FORCANS ALOE SHAMPOO 750 ML;;;;24;PCS;0;0;0;1;87500;130000;120000;130000;0;0;0;0;FALSE;48.57;0;10-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;37.14;48.57;0;0;0;8809058113609;03-Feb-16 06:56:29;0
8809058110837;FORBIS LONG COAT ALOE SHAMPOO 750 ML;;;;24;PCS;0;0;3;1;84000;150000;140000;150000;0;0;0;0;FALSE;78.57;0;09-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;66.67;78.57;0;0;0;8809058110837;03-Feb-16 06:56:29;0
8809058110820;FORBIS SHORT COAT ALOE SHAMPOO 750 ML;;;;24;PCS;0;0;1;1;84000;125000;115000;125000;0;0;0;0;FALSE;48.81;0;05-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;36.9;48.81;0;0;0;8809058110820;03-Feb-16 06:56:29;0
8809058113623;FORCANS WHITE SHAMPOO 750 ML;;;;24;PCS;0;0;3;1;84000;130000;120000;130000;0;0;0;0;FALSE;54.76;0;21-Jul-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;54.76;0;0;0;8809058113623;03-Feb-16 06:56:29;0
8809058113586;FORCANS 3 IN 1 SHAMPOO N COND 750 ML;;;;24;PCS;0;0;4;1;87500;135000;125000;135000;0;0;0;0;FALSE;54.29;0;28-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;54.29;0;0;0;8809058113586;03-Feb-16 06:56:29;0
8809058113654;FORBIS ALOE PERFUME COND BABY POWDER;;;;24;PCS;0;12;6;1;83300;125000;120000;125000;0;0;0;0;FALSE;50.06;0;18-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;44.06;50.06;0;0;0;8809058113654;03-Feb-16 06:56:29;0
8809058110608;FORBIS ALOE PERFUME COND FLORAL 300 ML;;;;24;PCS;0;12;5;1;83300;125000;115000;125000;0;0;0;0;FALSE;50.06;0;05-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;38.06;50.06;0;0;0;8809058110608;03-Feb-16 06:56:29;0
8809058114163;FORBIS DEODORANT FRESH LIME SCENT;;;;24;PCS;0;0;1;1;84000;130000;120000;130000;0;0;0;0;FALSE;54.76;0;19-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;54.76;0;0;0;8809058114163;03-Feb-16 06:56:29;0
8809058114187;FORBIS DEODORANT BABY POWDER SCENT;;;;24;PCS;0;0;1;1;84000;130000;120000;130000;0;0;0;0;FALSE;54.76;0;24-Jul-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;54.76;0;0;0;8809058114187;03-Feb-16 06:56:29;0
8809058114170;FORBIS DEODORANT SPRING SCENT;;;;24;PCS;0;0;1;1;84000;130000;120000;130000;0;0;0;0;FALSE;54.76;0;15-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;54.76;0;0;0;8809058114170;03-Feb-16 06:56:29;0
693554056038;VETRA DERMEASE TROPICAL 480 GR;;;;24;PCS;0;0;1;1;511000;660000;645000;740000;0;0;0;0;FALSE;29.16;0;28-May-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;26.22;44.81;0;0;0;693554056038;03-Feb-16 06:56:29;0
8809058112787;FORBIS ORAL REFRESHER 65 ML;;;;24;PCS;0;0;1;1;35000;55000;50000;55000;0;0;0;0;FALSE;57.14;0;28-May-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;57.14;0;0;0;8809058112787;03-Feb-16 06:56:29;0
8809058112725;FORBIS TEAR STAIN CLEANER 65 ML;;;;24;PCS;0;0;5;1;42000;60000;55000;60000;0;0;0;0;FALSE;42.86;0;27-Sep-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;30.95;42.86;0;0;0;8809058112725;03-Feb-16 06:56:29;0
8809058112732;FORBIS GOOD EARS 65 ML;;;;24;PCS;0;0;7;1;42000;55000;50000;55000;0;0;1;0;FALSE;30.95;0;05-Nov-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;19.05;30.95;0;0;0;8809058112732;03-Feb-16 06:56:29;0
8809058112749;FORBIS FLEA N TICK CLEAN EARS 65 ML;;;;24;PCS;0;0;11;1;42000;65000;60000;67000;0;0;0;0;FALSE;54.76;0;02-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;59.52;0;0;0;8809058112749;03-Feb-16 06:56:29;0
8809058112718;FORBIS EYES WASH 65 ML;;;;24;PCS;0;0;1;1;42000;60000;55000;65000;0;0;0;0;FALSE;42.86;0;19-Jul-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;30.95;54.76;0;0;0;8809058112718;03-Feb-16 06:56:29;0
8809058112763;FORBIS DENTAL CLEAN BABY N OLD 65 ML;;;;24;PCS;0;0;0;1;35000;55000;50000;55000;0;0;0;0;FALSE;57.14;0;15-Sep-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;57.14;0;0;0;8809058112763;03-Feb-16 06:56:29;0
8809058112770;FORBIS DENTAL CLEAN PLUS ADULT 65 ML;;;;24;PCS;0;0;0;1;35000;55000;50000;55000;0;0;0;0;FALSE;57.14;0;19-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;42.86;57.14;0;0;0;8809058112770;03-Feb-16 06:56:29;0
8809058112756;FORBIS GOOD PUPPY TRAINER 65 ML;;;;24;PCS;0;18;11;1;61600;90000;85000;90000;0;0;0;0;FALSE;46.1;0;08-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;37.99;46.1;0;0;0;8809058112756;03-Feb-16 06:56:29;0
AT-109;AT-109 PP COTTON FOOT BALL;;;;3;PCS;0;0;1;1;16100;27000;25000;20500;0;0;0;0;FALSE;67.7;0;12-Feb-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;55.28;27.33;0;0;0;AT-109;03-Feb-16 06:56:29;0
AT-112;AT-112 PP COTTON LOVE;;;;3;PCS;0;0;0;1;16100;25000;25000;18500;0;0;0;0;FALSE;55.28;0;06-Oct-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;55.28;14.91;0;0;0;AT-112;03-Feb-16 06:56:29;0
AT-131;AT-131 PP COTTON HOTDOG;;;;3;PCS;0;0;0;1;19600;30000;30000;22500;0;0;0;0;FALSE;53.06;0;23-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;53.06;14.8;0;0;0;AT-131;03-Feb-16 06:56:29;0
023005015008;LV-015 LUVE SLICKER BRUSH W COATED PIN;;;;3;PCS;0;48;30;1;41300;67000;63000;50000;0;0;0;0;FALSE;62.23;0;26-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;52.54;21.07;0;0;0;023005015008;03-Feb-16 06:56:29;0
023005017002;LV-017 LUVE SLICKER BRUSH W COATED PIN;;;;3;PCS;0;24;4;1;51800;84000;80000;63000;0;0;0;0;FALSE;62.16;0;29-Sep-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;54.44;21.62;0;0;0;023005017002;03-Feb-16 06:56:29;0
TOC-510;TOC-510 TIE OUT CABLE 5MM X 3M;;;;3;PCS;0;6;2;1;53900;85000;80000;64700;0;0;0;0;FALSE;57.7;0;20-Sep-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;48.42;20.04;0;0;0;TOC-510;03-Feb-16 06:56:29;0
TOC-520;TOC-520 TIE OUT CABLE 5MM X 6M;;;;3;PCS;0;9;2;1;91000;145000;140000;109200;0;0;0;0;FALSE;59.34;0;08-Sep-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;53.85;20;0;0;0;TOC-520;03-Feb-16 06:56:29;0
HAPPY-AC1;HAPPY ADLT CAT 1 KG;;;;27;KG;0;0;63;1;47000;60000;60000;60000;0;0;13;0;FALSE;27.66;0;21-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;27.66;27.66;0;0;0;HAPPY-AC1;03-Feb-16 06:56:29;0
BETTER-ACT8;BETTER CAT ADLT TUNA 8 KG;;;;6;SAK;0;0;0;1;148710;190000;180000;215000;0;0;0;0;FALSE;27.77;0;02-Sep-14;  -   -;  -   -;  -   -;  -   -;0;BETTER-AC1;0;0;0;21.04;44.58;0;0;0;BETTER-ACT8;03-Feb-16 06:56:29;0
026851007609;EXCEL NUTRICOAT SKIN N COAT 16 OZ;;;;2;BTL;0;0;2;1;111819;145000;140000;122000;0;0;0;0;FALSE;29.67;0;23-Aug-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25.2;9.1;0;0;0;026851007609;03-Feb-16 06:56:29;0
MEIWA-10;MEIWA 10;;;;2;PCS;0;11;6;1;9075;15000;14000;11500;0;0;0;0;FALSE;65.29;0;23-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;54.27;26.72;0;0;0;MEIWA-10;03-Feb-16 06:56:29;0
MEIWA-24;MEIWA 24;;;;2;PCS;0;0;5;1;44150;63000;60000;53000;0;0;0;0;FALSE;42.7;0;10-Aug-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;35.9;20.05;0;0;0;MEIWA-24;03-Feb-16 06:56:29;0
MEIWA-26;MEIWA 26;;;;2;PCS;0;0;2;1;51054.6;72000;68000;61000;0;0;0;0;FALSE;41.03;0;21-Oct-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.19;19.48;0;0;0;MEIWA-26;03-Feb-16 06:56:29;0
TC-1;TC-1 KANDANG;;;;2;PCS;0;0;1;1;1500000;2250000;2200000;1700000;0;0;0;0;FALSE;50;0;25-Jun-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;46.67;13.33;0;0;0;TC-1;03-Feb-16 06:56:29;0
029695219498;VARI KENNEL ULTRA FASHION LG2 533512;;;;2;PCS;0;0;0;1;1472000;2200000;2150000;1650000;0;0;0;0;FALSE;49.46;0;16-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;46.06;12.09;0;0;0;029695219498;03-Feb-16 06:56:29;0
CROC-ACM25;CROC ADLT CAT MIX 25 KG;;;;17;SAK;0;0;0;1;418919.5714;660000;645000;775000;0;0;0;1;FALSE;57.55;0;15-Aug-15;  -   -;  -   -;  -   -;  -   -;0;CROC-ACM1;0;0;0;53.97;85;0;0;0;CROC-ACM25;03-Feb-16 06:56:29;0
CROC-ACM1;CROC ADLT CAT MIX 1 KG;;;;27;KG;0;0;129;1;16800;28000;28000;28000;0;0;25;0;FALSE;66.67;0;20-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;66.67;66.67;0;0;0;CROC-ACM1;03-Feb-16 06:56:29;0
INDODOG-54;INDODOG EDISI 54 2014;;;;9;PCS;0;0;0;1;28000;35000;35000;30000;0;0;0;0;FALSE;25;0;28-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;25;7.14;0;0;0;INDODOG-54;03-Feb-16 06:56:29;0
HS-57;HS-57 NURSING BOTTLE 3.2 OZ;;;;3;PCS;0;0;17;1;19250;33000;31000;26000;0;0;0;0;FALSE;71.43;0;13-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;61.04;35.06;0;0;0;HS-57;03-Feb-16 06:56:29;0
HAPPY-PAM1;HAPPY DOG PROFI ADLT MINI 1 KG;;;;27;KG;0;0;8;1;32800;45000;45000;45000;0;0;3;0;FALSE;37.2;0;09-Oct-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;37.2;37.2;0;0;0;HAPPY-PAM1;03-Feb-16 06:56:29;0
BW-2000C30;BLACKWOOD 2000 PUPPY TO ADLT CHK 30 LB;;;;3;SAK;0;0;4;1;434700;620000;605000;690000;0;0;0;0;FALSE;42.63;0;16-Mar-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;39.18;58.73;0;0;0;BW-2000C30;03-Feb-16 06:56:29;0
BW-ADC40;BLACKWOOD ADLT DOG CHK 40 LB;;;;3;SAK;0;0;0;1;611100;875000;860000;970000;0;0;0;0;FALSE;43.18;0;24-Nov-14;  -   -;  -   -;  -   -;  -   -;0;BW-ADC1;0;0;0;40.73;58.73;0;0;0;BW-ADC40;03-Feb-16 06:56:29;0
GE-ADC1;GOLDEN EAGLE ADLT DOG CHK 1 KG;;;;27;KG;0;0;26;1;55000;62000;62000;62000;0;0;0;0;FALSE;12.73;0;08-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;12.73;12.73;0;0;0;GE-ADC1;03-Feb-16 06:56:29;0
IAMS-PLB12;IAMS PUPPY LARGE BREED 12 KG;;;;11;SAK;0;0;8;1;308680.77;560000;540000;635000;0;0;3;2;FALSE;81.42;0;01-Apr-16;  -   -;  -   -;  -   -;  -   -;0;IAMS-PLB1;0;0;0;74.94;105.71;0;0;0;IAMS-PLB12;03-Feb-16 06:56:29;0
026851007593;EXCEL NUTRICOAT 8 OZ DOG;;;;2;;0;0;0;0;60000;84000;80000;66000;0;0;0;0;FALSE;40;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;33.33;10;0;0;0;026851007593;03-Feb-16 06:56:29;0
KAZUU-P25;KAZUU PUPPY 25 KG;;;;17;SAK;0;0;0;1;370376.42;560000;545000;650000;0;0;0;1;FALSE;51.2;0;19-Nov-14;  -   -;  -   -;  -   -;  -   -;0;KAZUU-P1;0;0;0;47.15;75.5;0;0;0;KAZUU-P25;03-Feb-16 06:56:29;0
KAZUU-AD25;KAZUU ADLT DOG 25 KG;;;;17;SAK;0;0;0;1;352272.96;525000;510000;620000;0;0;0;0;FALSE;49.03;0;13-Sep-14;  -   -;  -   -;  -   -;  -   -;0;KAZUU-AD1;0;0;0;44.77;76;0;0;0;KAZUU-AD25;03-Feb-16 06:56:29;0
KAZUU-AD1;KAZUU ADLT DOG 1 KG;;;;27;KG;0;0;0;1;14700;22000;22000;22000;0;0;0;0;FALSE;49.66;0;15-Jul-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;49.66;49.66;0;0;0;KAZUU-AD1;03-Feb-16 06:56:29;0
KAZUU-P1;KAZUU PUPPY 1 KG;;;;27;KG;0;0;24;1;15400;20000;20000;20000;0;0;24;0;FALSE;29.87;0;03-Jun-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;29.87;29.87;0;0;0;KAZUU-P1;03-Feb-16 06:56:29;0
SNAP-1008-A;SNAP 1008-A;;;;24;PCS;0;0;0;1;6500;11000;11000;8000;0;0;0;0;FALSE;69.23;0;27-Sep-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;69.23;23.08;0;0;0;SNAP-1008-A;03-Feb-16 06:56:29;0
BW-PC30;BLACKWOOD PUPPY CHK N RICE 30 LB;;;;3;SAK;0;0;3;1;616000;810000;790000;900000;0;0;0;0;FALSE;31.49;0;24-Apr-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;28.25;46.1;0;0;0;BW-PC30;03-Feb-16 06:56:29;0
645095001190;TROPICLEAN FRESH BREEZE EXTREME 32 OZ;;;;3;BTL;0;0;0;1;112000;165000;155000;165000;0;0;0;0;FALSE;47.32;0;12-Jun-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;38.39;47.32;0;0;0;645095001190;03-Feb-16 06:56:29;0
DOLBY-VIT;DOLBY VIT 50 ML;;;;56;BTL;0;0;0;1;15000;25000;25000;20000;0;0;0;0;FALSE;66.67;0;07-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;66.67;33.33;0;0;0;DOLBYVIT-50;03-Feb-16 06:56:29;0
DOLBYVIT-250;DOLBY VIT 250 ML;;;;56;BTL;0;0;0;1;130000;165000;160000;140000;0;0;0;0;FALSE;26.92;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;23.08;7.69;0;0;0;DOLBYVIT-250;03-Feb-16 06:56:29;0
DOLBYVIT-75;DOLBY VIT 75 ML;;;;56;BTL;0;0;0;1;30000;45000;42000;35000;0;0;0;0;FALSE;50;0;05-Sep-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;40;16.67;0;0;0;DOLBYVIT-75;03-Feb-16 06:56:29;0
DOLBYVIT-100;DOLBY VIT 100 ML;;;;56;BTL;0;0;0;1;65000;85000;82000;70000;0;0;0;0;FALSE;30.77;0;  -   -;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;26.15;7.69;0;0;0;DOLBYVIT-100;03-Feb-16 06:56:29;0
DOLBY-AKTIF;DOLBY AKTIF SPRAY;;;;56;BTL;0;0;0;1;15000;25000;23000;20000;0;0;0;0;FALSE;66.67;0;15-Dec-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;53.33;33.33;0;0;0;DOLBY-AKTIF;03-Feb-16 06:56:29;0
TEAM-BL1;TEAM BREEDER BASIC LAMB 1 KG;;;;27;KG;0;0;165;1;28000;42000;42000;42000;0;0;60;0;FALSE;50;0;23-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;50;50;0;0;0;TEAM-BL1;03-Feb-16 06:56:29;0
HAPPY-NCWP1;HAPPY DOG NATUR CROQ PUPPY 1 KG;;;;27;KG;0;0;10;1;30350;35000;35000;35000;0;0;0;0;FALSE;15.32;0;10-Dec-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;15.32;15.32;0;0;0;HAPPY-NCWP1;03-Feb-16 06:56:29;0
PUCA-MIYO100;PUCA MIYO 100 GR;;;;1;PCS;0;0;0;1;9750;18000;16000;12000;0;0;0;0;FALSE;84.62;0;19-Nov-14;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;64.1;23.08;0;0;0;PUCA-MIYO100;03-Feb-16 06:56:29;0
IAMS-ALB1;IAMS ADLT LARGE BREED 1 KG;;;;27;KG;0;0;3;1;30667;38000;38000;38000;0;0;0;0;FALSE;23.91;0;15-Mar-16;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;23.91;23.91;0;0;0;IAMS-ALB1;03-Feb-16 06:56:29;0
021653271289;SH BIO GROOM NATURAL OATMEAL 3.8 LTR;;;;26;GALON;0;0;0;1;507500;650000;630000;735000;0;0;0;0;FALSE;28.08;0;16-Jan-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;24.14;44.83;0;0;0;021653271289;03-Feb-16 06:56:29;0
SD-ASBL15;SD ADLT SMALL BITES LAMB 15 KG;;;;12;SAK;0;10;13;1;826000;1010000;990000;1180000;0;0;0;0;FALSE;22.28;0;26-Dec-16;  -   -;  -   -;  -   -;  -   -;0;SD-ASBL1;0;0;0;19.85;42.86;0;0;0;SD-ASBL15;03-Feb-16 06:56:29;0
SD-PO15;SD PUPPY ORIGINAL 15 KG;;;;12;SAK;0;0;0;1;672000;770000;755000;960000;0;0;0;0;FALSE;14.58;0;01-Apr-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;12.35;42.86;0;0;0;SD-PO15;03-Feb-16 06:56:29;0
5412087110087;MODERNA ECO BOWL H-110;;;;2;PCS;0;0;0;1;5500;10000;10000;7500;0;0;0;0;FALSE;81.82;0;01-Oct-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;81.82;36.36;0;0;0;5412087110087;03-Feb-16 06:56:29;0
BW-PASS1;BLACKWOOD PUPPY ADLT SALMON SENS 1 KG;;;;1;;0;0;0;1;55000;65000;65000;65000;0;0;0;0;FALSE;18.18;0;14-May-15;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;18.18;18.18;0;0;0;BW-PASS1;03-Feb-16 06:56:29;0
8809058114101;KANOODLES L;;;;24;PCS;0;0;21;1;7573.7705;11000;11000;9000;0;0;0;0;FALSE;45.24;0;14-Jan-17;  -   -;  -   -;  -   -;  -   -;0;;0;0;0;45.24;18.83;0;0;0;8809058114101;03-Feb-16 06:56:29;0
MILK-DB;MILK DOG BLUE / 12 PC;;;;16;BOX;0;0;0;1;23275;34000;32000;40000;0;0;0;0;FALSE;46.08;0;23-Jul-15;  -   -;  -   -;  -   -;  -   -;0;MILK-DB1;0;0;0;37.49;71.86;0;0;0;MILK-DB;03-Feb-16 06:56:29;0
MILK-DP;MILK DOG PINK / 12 PC;;;;16;BOX;0;0;0;1;23275;34000;32000;40000;0;0;0;0;FALSE;46.08;0;27-Jun-15;  -   -;  -   -;  -   -;  -   -;0;MILK-DP1;0;0;0;37.49;71.86;0;0;0;MILK-DP;03-Feb-16 06:56:29;0
MILK-DH;MILK CAT HIJAU / 12 PC;;;;16;BOX;0;0;0;1;25375;34000;32000;40000;0;0;0;0;FALSE;33.99;0;28-Aug-15;  -   -;  -   -;  -   -;  -   -;0;MILK-CH1;0;0;0;26.11;57.64;0;0;0;MILK-CH;03-Feb-16 06:56:29;0
